Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
CLM31840,POL12676,11/01/2022,13/01/2022,Collision,Low,FALSE,FALSE,10269,,Major,,open,CUST22676,67,Male,Retired,Bristol,1546,46,SUV,15,Fair
CLM31859,POL13466,05/07/2020,07/07/2020,Collision,Medium,FALSE,FALSE,4799,,Moderate,,open,CUST23466,48,Female,Unemployed,Edinburgh,16812,26,SUV,17,Fair
CLM34139,POL12681,02/04/2021,02/04/2021,Collision,High,FALSE,FALSE,97877,,Catastrophic,,open,CUST22681,32,Female,Self-Employed,London,10664,13,SUV,11,Good
CLM34476,POL12252,13/09/2024,13/09/2024,Collision,Medium,FALSE,FALSE,15512,,Major,,open,CUST22252,77,Male,Self-Employed,Leeds,13447,58,SUV,20,Excellent
CLM32543,POL13688,03/02/2024,03/02/2024,Collision,Medium,FALSE,FALSE,35761,,Severe,,open,CUST23688,32,Male,Employed,Leeds,19111,13,Sedan,7,Good
CLM32478,POL12983,11/03/2025,11/03/2025,Collision,Medium,FALSE,FALSE,30623,,Severe,,open,CUST22983,72,Female,Retired,Cardiff,4742,51,SUV,14,Good
CLM32499,POL12896,06/08/2024,09/08/2024,Collision,Medium,FALSE,FALSE,24933,,Severe,,open,CUST22896,49,Male,Employed,Newcastle,11928,30,SUV,9,Excellent
CLM34400,POL12749,22/04/2023,22/04/2023,Collision,Low,FALSE,FALSE,5984,,Moderate,,open,CUST22749,73,Female,Retired,Glasgow,17166,54,SUV,8,Good
CLM34633,POL13234,08/06/2022,08/06/2022,Collision,Medium,FALSE,FALSE,43559,,Severe,,open,CUST23234,61,Male,Retired,Glasgow,13330,39,Hatchback,15,Excellent
CLM33064,POL14941,17/10/2024,17/10/2024,Collision,Medium,FALSE,FALSE,15284,,Major,,open,CUST24941,20,Female,Student,Manchester,12305,1,Sedan,4,Excellent
CLM33752,POL12912,23/06/2020,23/06/2020,Collision,Medium,FALSE,FALSE,4079,,Moderate,,open,CUST22912,36,Female,Unemployed,Edinburgh,8549,16,SUV,17,Excellent
CLM34379,POL13150,30/12/2024,31/12/2024,Collision,High,FALSE,FALSE,147707,,Catastrophic,,open,CUST23150,34,Male,Student,Newcastle,13045,15,Hatchback,20,Excellent
CLM33282,POL13236,18/02/2021,20/02/2021,Collision,Low,FALSE,FALSE,11076,,Major,,open,CUST23236,58,Female,Self-Employed,Liverpool,18522,40,Motorcycle,11,Good
CLM33844,POL13530,02/02/2021,04/02/2021,Collision,Low,FALSE,FALSE,4202,,Moderate,,open,CUST23530,78,Female,Retired,Newcastle,18054,60,Sedan,7,Fair
CLM34485,POL13721,24/04/2019,24/04/2019,Collision,Low,FALSE,FALSE,6149,,Moderate,,open,CUST23721,23,Male,Self-Employed,Glasgow,16276,5,Coupe,3,Excellent
CLM34295,POL13754,26/09/2022,26/09/2022,Collision,Medium,FALSE,FALSE,3394,,Moderate,,open,CUST23754,44,Male,Employed,London,11235,24,Coupe,19,Fair
CLM35015,POL10146,26/12/2024,31/12/2024,Collision,Low,FALSE,FALSE,11480,,Major,,open,CUST20146,30,Female,Employed,London,15629,10,Hatchback,1,Good
CLM35032,POL11963,06/07/2022,09/07/2022,Collision,Low,FALSE,FALSE,4198,,Moderate,,open,CUST21963,35,Female,Employed,Cardiff,12321,17,Hatchback,19,Excellent
CLM35145,POL12580,01/07/2021,01/07/2021,Collision,Low,FALSE,FALSE,6658,,Moderate,,open,CUST22580,32,Male,Employed,Leeds,6672,13,Coupe,6,Poor
CLM35296,POL14064,27/11/2021,29/11/2021,Collision,Medium,FALSE,FALSE,111849,,Catastrophic,,open,CUST24064,64,Male,Employed,London,14007,45,Hatchback,9,Good
CLM35361,POL11679,25/11/2021,25/11/2021,Collision,Medium,FALSE,FALSE,12825,,Major,,open,CUST21679,63,Male,Unemployed,Cardiff,16473,44,Sedan,9,Excellent
CLM35385,POL10072,02/08/2024,02/08/2024,Collision,Medium,FALSE,FALSE,5327,,Moderate,,open,CUST20072,77,Female,Retired,Manchester,15293,57,Van,19,Good
CLM35456,POL13568,03/06/2020,05/06/2020,Collision,Low,FALSE,FALSE,17580,,Major,,open,CUST23568,45,Male,Student,Bristol,9637,24,Van,11,Good
CLM35547,POL10910,21/05/2019,22/05/2019,Collision,Low,FALSE,FALSE,12533,,Major,,open,CUST20910,37,Male,Unemployed,Cardiff,10065,15,Hatchback,15,Good
CLM35576,POL10810,13/08/2022,14/08/2022,Collision,Low,FALSE,FALSE,10689,,Major,,open,CUST20810,46,Female,Employed,Manchester,16142,27,Van,20,Good
CLM35601,POL12883,24/04/2022,24/05/2022,Collision,High,FALSE,FALSE,15997,,Major,,open,CUST22883,32,Male,Self-Employed,Edinburgh,12919,11,Sedan,18,Good
CLM35604,POL14296,23/01/2023,25/01/2023,Collision,High,FALSE,FALSE,54958,,Severe,,open,CUST24296,79,Male,Unemployed,Cardiff,11031,57,SUV,18,Poor
CLM35645,POL13229,19/12/2023,20/12/2023,Collision,Low,FALSE,FALSE,9504,,Moderate,,open,CUST23229,66,Male,Retired,Bristol,18240,48,Sedan,16,Poor
CLM35663,POL13865,22/04/2021,27/04/2021,Collision,High,FALSE,FALSE,15837,,Major,,open,CUST23865,69,Male,Retired,Liverpool,12627,51,Motorcycle,18,Poor
CLM35769,POL14664,04/04/2021,04/04/2021,Collision,Low,FALSE,FALSE,3724,,Moderate,,open,CUST24664,34,Male,Self-Employed,Liverpool,10460,16,Hatchback,9,Excellent
CLM35830,POL11738,23/12/2019,28/12/2019,Collision,Low,FALSE,FALSE,4092,,Moderate,,open,CUST21738,37,Male,Student,Newcastle,6321,18,Hatchback,17,Good
CLM35871,POL14680,31/12/2020,02/01/2021,Collision,Medium,FALSE,FALSE,12551,,Major,,open,CUST24680,49,Male,Student,Birmingham,13539,28,Hatchback,12,Excellent
CLM35883,POL12949,16/03/2019,16/03/2019,Collision,Medium,FALSE,FALSE,45629,,Severe,,open,CUST22949,57,Male,Retired,Birmingham,13315,35,Sedan,2,Good
CLM36187,POL11959,03/10/2022,04/10/2022,Collision,High,FALSE,FALSE,161842,,Catastrophic,,open,CUST21959,38,Male,Employed,London,12113,17,Coupe,5,Fair
CLM36250,POL10321,31/12/2024,31/12/2024,Collision,Low,FALSE,FALSE,4240,,Moderate,,open,CUST20321,51,Male,Employed,London,13975,31,Van,7,Good
CLM36288,POL10123,19/01/2025,19/01/2025,Collision,Low,FALSE,FALSE,6125,,Moderate,,open,CUST20123,60,Male,Employed,Glasgow,6881,40,Sedan,20,Fair
CLM36361,POL10570,15/11/2019,15/11/2019,Collision,Low,FALSE,FALSE,5100,,Moderate,,open,CUST20570,20,Female,Student,Edinburgh,12075,0,Sedan,7,Good
CLM36397,POL11026,20/08/2020,23/08/2020,Collision,Low,FALSE,FALSE,11453,,Major,,open,CUST21026,25,Female,Employed,Cardiff,16116,3,SUV,19,Excellent
CLM36438,POL10377,29/04/2020,29/04/2020,Collision,Medium,FALSE,FALSE,6110,,Moderate,,open,CUST20377,69,Male,Retired,Cardiff,15686,49,SUV,13,Excellent
CLM36448,POL13017,20/01/2019,23/01/2019,Collision,High,FALSE,FALSE,30610,,Severe,,open,CUST23017,45,Male,Employed,Birmingham,15597,27,Sedan,1,Good
CLM36500,POL10487,09/12/2024,10/12/2024,Collision,Medium,FALSE,FALSE,6574,,Moderate,,open,CUST20487,29,Male,Employed,Cardiff,14805,10,Sedan,9,Poor
CLM36505,POL14185,08/04/2023,14/04/2023,Collision,Low,FALSE,FALSE,6210,,Moderate,,open,CUST24185,65,Male,Retired,Manchester,15314,45,Coupe,3,Good
CLM36514,POL13677,24/09/2019,25/09/2019,Collision,Low,FALSE,FALSE,12892,,Major,,open,CUST23677,20,Female,Employed,Liverpool,5062,0,Sedan,20,Excellent
CLM36624,POL13229,06/11/2021,13/11/2021,Collision,Low,FALSE,FALSE,3754,,Moderate,,open,CUST23229,66,Male,Retired,Bristol,18240,48,Sedan,16,Poor
CLM36670,POL14671,20/05/2024,21/05/2024,Collision,Low,FALSE,FALSE,3868,,Moderate,,open,CUST24671,56,Female,Employed,Liverpool,7522,36,SUV,13,Poor
CLM36692,POL12680,18/08/2024,21/08/2024,Collision,Medium,FALSE,FALSE,32581,,Severe,,open,CUST22680,79,Female,Self-Employed,Newcastle,12251,60,Coupe,18,Excellent
CLM36713,POL13364,02/12/2023,01/01/2024,Collision,Low,FALSE,FALSE,4611,,Moderate,,open,CUST23364,62,Female,Retired,Birmingham,11156,43,Sedan,15,Fair
CLM36857,POL14592,19/09/2024,22/09/2024,Collision,Medium,FALSE,FALSE,4289,,Moderate,,open,CUST24592,30,Male,Unemployed,Edinburgh,9393,12,Sedan,1,Excellent
CLM36918,POL11634,01/01/2024,04/01/2024,Collision,Medium,FALSE,FALSE,5881,,Moderate,,open,CUST21634,72,Male,Retired,Cardiff,14948,50,Hatchback,12,Good
CLM36935,POL14642,16/04/2024,17/04/2024,Collision,Low,FALSE,FALSE,12861,,Major,,open,CUST24642,37,Female,Self-Employed,Leeds,8280,19,Van,17,Good
CLM36944,POL10629,09/05/2022,09/05/2022,Collision,Low,FALSE,FALSE,5081,,Moderate,,open,CUST20629,39,Female,Employed,London,15014,17,Hatchback,18,Good
CLM37073,POL11870,20/07/2025,25/07/2025,Collision,Low,FALSE,FALSE,4003,,Moderate,,open,CUST21870,53,Female,Employed,Cardiff,15436,32,Hatchback,4,Fair
CLM37117,POL14575,25/06/2021,25/06/2021,Collision,Medium,FALSE,FALSE,36099,,Severe,,open,CUST24575,27,Male,Student,London,7799,7,Hatchback,9,Good
CLM37187,POL12676,04/01/2023,06/01/2023,Collision,Medium,FALSE,FALSE,33320,,Severe,,open,CUST22676,67,Male,Retired,Bristol,1546,46,SUV,15,Fair
CLM37285,POL12456,31/03/2019,31/03/2019,Collision,Low,FALSE,FALSE,4426,,Moderate,,open,CUST22456,39,Male,Self-Employed,Manchester,22883,18,Van,8,Good
CLM37375,POL13349,02/07/2025,03/07/2025,Collision,Low,FALSE,FALSE,12592,,Major,,open,CUST23349,46,Male,Employed,Manchester,5415,25,Hatchback,9,Poor
CLM37561,POL11231,01/12/2020,08/12/2020,Collision,Medium,FALSE,FALSE,28520,,Severe,,open,CUST21231,37,Male,Employed,Cardiff,15038,18,Sedan,13,Good
CLM37572,POL10301,05/02/2022,08/02/2022,Collision,Low,FALSE,FALSE,4082,,Moderate,,open,CUST20301,41,Male,Employed,Leeds,11278,23,Sedan,10,Excellent
CLM37642,POL12090,13/06/2025,13/06/2025,Collision,Medium,FALSE,FALSE,13194,,Major,,open,CUST22090,42,Male,Self-Employed,Birmingham,12884,21,Motorcycle,5,Good
CLM37734,POL13653,07/01/2023,09/01/2023,Collision,Low,FALSE,FALSE,9016,,Major,,open,CUST23653,47,Male,Student,London,7810,27,Sedan,3,Good
CLM30053,POL11567,10/03/2025,12/03/2025,Fire,Low,FALSE,FALSE,36763,,Moderate,,open,CUST21567,40,Male,Unemployed,Manchester,10666,21,SUV,20,Poor
CLM32723,POL12263,02/07/2025,02/07/2025,Vandalism,Medium,FALSE,FALSE,7211,,Major,,open,CUST22263,41,Female,Employed,Leeds,12076,19,Van,11,Excellent
CLM30096,POL11836,11/11/2023,18/11/2023,Vandalism,Low,FALSE,FALSE,5172,,Major,,open,CUST21836,31,Male,Self-Employed,Liverpool,12721,13,Sedan,12,Good
CLM33150,POL13797,13/03/2025,13/03/2025,Vandalism,Medium,FALSE,FALSE,83201,,Catastrophic,,open,CUST23797,36,Male,Employed,Birmingham,17330,18,SUV,11,Good
CLM34521,POL12179,30/03/2021,30/03/2021,Vandalism,Low,FALSE,FALSE,1789,,Moderate,,open,CUST22179,39,Female,Self-Employed,Manchester,16591,21,Sedan,3,Good
CLM32996,POL10339,20/03/2020,20/03/2020,Theft,Low,FALSE,FALSE,11691,,Moderate,,open,CUST20339,41,Male,Employed,Glasgow,12756,19,Van,7,Excellent
CLM33311,POL10375,23/05/2021,25/05/2021,Theft,Medium,FALSE,FALSE,25206,,Major,,open,CUST20375,28,Female,Self-Employed,Birmingham,11242,7,Coupe,18,Excellent
CLM30414,POL10785,24/02/2019,24/02/2019,Weather,Low,FALSE,FALSE,8157,,Moderate,,open,CUST20785,64,Female,Retired,Liverpool,9297,43,Hatchback,7,Fair
CLM30435,POL11621,10/01/2019,13/01/2019,Theft,Low,FALSE,FALSE,9897,,Moderate,,open,CUST21621,24,Female,Employed,Liverpool,17028,5,Sedan,3,Poor
CLM33641,POL10530,22/12/2020,22/12/2020,Fire,Low,FALSE,FALSE,24665,,Moderate,,open,CUST20530,70,Female,Retired,Edinburgh,15601,49,Sedan,16,Poor
CLM32121,POL10589,16/07/2024,17/07/2024,Vandalism,Low,FALSE,FALSE,4017,,Moderate,,open,CUST20589,33,Female,Self-Employed,Leeds,12199,13,SUV,18,Excellent
CLM30754,POL10676,08/11/2022,10/11/2022,Other,Medium,FALSE,FALSE,54249,,Severe,,open,CUST20676,54,Female,Retired,Cardiff,15438,33,Coupe,4,Poor
CLM30685,POL12075,09/09/2024,10/09/2024,Theft,High,FALSE,FALSE,124066,,Severe,,open,CUST22075,43,Male,Employed,London,15422,24,Hatchback,19,Good
CLM32356,POL10701,30/12/2023,31/12/2023,Weather,Low,FALSE,FALSE,6216,,Moderate,,open,CUST20701,41,Female,Self-Employed,Bristol,13380,21,Hatchback,11,Fair
CLM32842,POL10753,07/12/2022,12/12/2022,Vandalism,High,FALSE,FALSE,2007,,Moderate,,open,CUST20753,74,Male,Retired,Cardiff,14337,55,Sedan,3,Good
CLM31431,POL14182,17/02/2021,18/02/2021,Theft,Low,FALSE,FALSE,11001,,Moderate,,open,CUST24182,75,Male,Retired,London,14198,56,Sedan,19,Good
CLM33710,POL10839,24/09/2018,24/09/2018,Theft,High,FALSE,FALSE,115551,,Severe,,open,CUST20839,39,Female,Employed,Glasgow,20217,19,Sedan,4,Good
CLM33285,POL10853,07/03/2023,07/03/2023,Theft,Low,FALSE,FALSE,14493,,Moderate,,open,CUST20853,35,Female,Employed,London,14787,17,Hatchback,19,Excellent
CLM34129,POL10853,13/09/2024,13/09/2024,Weather,High,FALSE,FALSE,20517,,Major,,open,CUST20853,35,Female,Employed,London,14787,17,Hatchback,19,Excellent
CLM34848,POL10901,05/07/2024,08/07/2024,Theft,Low,FALSE,FALSE,24362,,Major,,open,CUST20901,79,Female,Retired,Liverpool,15173,59,Van,20,Excellent
CLM30965,POL11902,28/06/2020,30/06/2020,Weather,Low,FALSE,FALSE,7011,,Moderate,,open,CUST21902,77,Female,Retired,Edinburgh,17221,55,Van,12,Fair
CLM34115,POL11068,06/03/2025,06/03/2025,Theft,Low,FALSE,FALSE,76804,,Severe,,open,CUST21068,34,Male,Employed,Edinburgh,9172,15,Hatchback,15,Fair
CLM31111,POL11232,07/02/2022,13/02/2022,Weather,High,FALSE,FALSE,9379,,Moderate,,open,CUST21232,53,Female,Self-Employed,Bristol,4099,31,Sedan,20,Good
CLM34000,POL11165,17/08/2022,24/08/2022,Fire,Low,FALSE,FALSE,97413,,Major,,open,CUST21165,32,Female,Employed,Birmingham,16895,10,Van,4,Poor
CLM34050,POL11839,16/09/2024,18/09/2024,Vandalism,Low,FALSE,FALSE,2540,,Moderate,,open,CUST21839,34,Female,Employed,London,16424,15,SUV,15,Excellent
CLM31331,POL11851,08/07/2022,12/07/2022,Other,Low,FALSE,FALSE,10000,,Moderate,,open,CUST21851,34,Male,Student,London,12303,14,SUV,6,Good
CLM32516,POL11358,06/05/2023,06/05/2023,Theft,Medium,FALSE,FALSE,100153,,Severe,,open,CUST21358,18,Female,Student,Glasgow,14164,0,Sedan,3,Good
CLM31542,POL11392,19/07/2019,19/07/2019,Weather,Low,FALSE,FALSE,8176,,Moderate,,open,CUST21392,42,Male,Student,Leeds,11037,24,Coupe,9,Excellent
CLM33614,POL13658,13/04/2022,13/04/2022,Theft,Low,FALSE,FALSE,11118,,Moderate,,open,CUST23658,63,Male,Employed,Manchester,7939,41,Hatchback,18,Good
CLM31531,POL13841,29/05/2020,28/06/2020,Weather,Medium,FALSE,FALSE,5603,,Moderate,,open,CUST23841,57,Male,Employed,Liverpool,16712,37,Coupe,9,Excellent
CLM33712,POL11689,16/01/2023,16/01/2023,Fire,High,FALSE,FALSE,196383,,Severe,,open,CUST21689,43,Male,Student,Edinburgh,8651,22,Hatchback,14,Excellent
CLM31841,POL13634,25/02/2022,25/02/2022,Theft,Medium,FALSE,FALSE,17151,,Major,,open,CUST23634,25,Male,Unemployed,Liverpool,18350,3,SUV,4,Good
CLM32683,POL14882,21/08/2024,21/08/2024,Other,Medium,FALSE,FALSE,164200,,Catastrophic,,open,CUST24882,72,Female,Retired,Glasgow,12740,53,Sedan,16,Excellent
CLM32917,POL13876,05/09/2019,07/09/2019,Weather,Low,FALSE,FALSE,7332,,Moderate,,open,CUST23876,47,Female,Employed,Edinburgh,13278,25,Sedan,5,Good
CLM33973,POL13187,29/11/2021,06/12/2021,Vandalism,High,FALSE,FALSE,3763,,Moderate,,open,CUST23187,26,Male,Employed,Cardiff,18613,6,Coupe,3,Poor
CLM34793,POL14586,30/04/2025,02/05/2025,Vandalism,Medium,FALSE,FALSE,24146,,Severe,,open,CUST24586,26,Female,Employed,Manchester,13860,5,Hatchback,6,Excellent
CLM34962,POL13760,28/08/2024,01/09/2024,Weather,Low,FALSE,FALSE,20764,,Major,,open,CUST23760,20,Male,Student,Edinburgh,10783,2,SUV,7,Fair
CLM34188,POL14982,06/01/2020,06/01/2020,Other,Low,FALSE,FALSE,6595,,Moderate,,open,CUST24982,29,Male,Employed,Cardiff,17801,10,Sedan,12,Good
CLM35043,POL10309,07/08/2023,08/08/2023,Fire,Medium,FALSE,FALSE,105331,,Major,,open,CUST20309,32,Female,Unemployed,London,15670,14,SUV,5,Fair
CLM35095,POL13438,14/08/2022,16/08/2022,Fire,Low,FALSE,FALSE,32378,,Moderate,,open,CUST23438,67,Male,Unemployed,Cardiff,5448,48,Hatchback,0,Fair
CLM35101,POL13086,25/10/2023,27/10/2023,Fire,High,FALSE,FALSE,32679,,Moderate,,open,CUST23086,42,Female,Employed,Liverpool,17762,22,Sedan,15,Good
CLM35423,POL12272,14/08/2023,14/08/2023,Theft,High,FALSE,FALSE,88425,,Severe,,open,CUST22272,68,Male,Retired,London,18045,47,Motorcycle,17,Excellent
CLM35510,POL14512,10/03/2019,10/03/2019,Fire,Medium,FALSE,FALSE,72233,,Major,,open,CUST24512,65,Female,Retired,Leeds,9113,46,Van,1,Good
CLM35772,POL11148,02/01/2023,03/01/2023,Vandalism,Low,FALSE,FALSE,19911,,Severe,,open,CUST21148,71,Female,Retired,Glasgow,17786,52,Sedan,12,Good
CLM35819,POL10686,03/01/2025,04/01/2025,Weather,Low,FALSE,FALSE,6426,,Moderate,,open,CUST20686,72,Female,Retired,Leeds,10745,50,Sedan,15,Good
CLM35945,POL14144,01/01/2023,03/01/2023,Theft,Low,FALSE,FALSE,41395,,Major,,open,CUST24144,23,Female,Employed,Newcastle,14601,5,Coupe,16,Good
CLM35960,POL12971,12/01/2021,16/01/2021,Fire,Low,FALSE,FALSE,20351,,Moderate,,open,CUST22971,72,Female,Unemployed,Newcastle,8622,54,Coupe,16,Good
CLM36027,POL13327,27/12/2020,29/12/2020,Fire,Medium,FALSE,FALSE,301208,,Severe,,open,CUST23327,37,Female,Self-Employed,Manchester,15230,19,Van,8,Good
CLM36041,POL11728,25/12/2022,01/01/2023,Weather,Medium,FALSE,FALSE,9618,,Moderate,,open,CUST21728,27,Female,Self-Employed,Bristol,6649,5,Motorcycle,15,Excellent
CLM36222,POL10266,10/08/2024,11/08/2024,Weather,Medium,FALSE,FALSE,5301,,Moderate,,open,CUST20266,23,Female,Employed,London,7618,5,SUV,1,Fair
CLM36300,POL14337,24/01/2019,26/01/2019,Theft,Medium,FALSE,FALSE,12473,,Moderate,,open,CUST24337,73,Female,Retired,Cardiff,6101,54,Sedan,18,Good
CLM36316,POL10196,09/09/2019,09/09/2019,Vandalism,Low,FALSE,FALSE,2707,,Moderate,,open,CUST20196,44,Male,Self-Employed,Birmingham,8684,25,Hatchback,12,Good
CLM36320,POL10825,14/10/2023,14/10/2023,Weather,Low,FALSE,FALSE,9503,,Moderate,,open,CUST20825,28,Female,Employed,Leeds,14267,6,Sedan,6,Excellent
CLM36341,POL14803,13/03/2022,13/03/2022,Theft,Low,FALSE,FALSE,17760,,Moderate,,open,CUST24803,65,Female,Retired,Glasgow,9518,44,Sedan,13,Fair
CLM36547,POL12632,24/04/2019,25/04/2019,Theft,Medium,FALSE,FALSE,54068,,Severe,,open,CUST22632,55,Female,Employed,London,22539,33,Coupe,10,Excellent
CLM36577,POL10939,05/11/2018,11/11/2018,Other,High,FALSE,FALSE,156035,,Catastrophic,,open,CUST20939,27,Female,Employed,Cardiff,9052,7,Sedan,6,Fair
CLM36669,POL14941,20/02/2020,26/02/2020,Other,Low,FALSE,FALSE,6551,,Moderate,,open,CUST24941,20,Female,Student,Manchester,12305,1,Sedan,4,Excellent
CLM36855,POL13128,28/01/2020,28/01/2020,Weather,High,FALSE,FALSE,16502,,Major,,open,CUST23128,23,Male,Employed,Bristol,15572,4,Hatchback,1,Excellent
CLM36997,POL13349,27/04/2024,28/04/2024,Theft,Low,FALSE,FALSE,30650,,Major,,open,CUST23349,46,Male,Employed,Manchester,5415,25,Hatchback,9,Poor
CLM37166,POL10424,24/09/2018,24/09/2018,Fire,Low,FALSE,FALSE,36323,,Moderate,,open,CUST20424,27,Male,Employed,Glasgow,10980,7,Sedan,14,Good
CLM37192,POL14343,25/10/2022,25/10/2022,Vandalism,Medium,FALSE,FALSE,25719,,Severe,,open,CUST24343,31,Female,Employed,Glasgow,12763,12,SUV,5,Good
CLM37266,POL10039,16/03/2025,20/03/2025,Weather,Medium,FALSE,FALSE,9504,,Moderate,,open,CUST20039,72,Female,Retired,Liverpool,12745,54,SUV,0,Excellent
CLM37286,POL11341,18/05/2020,19/05/2020,Vandalism,Low,FALSE,FALSE,5815,,Major,,open,CUST21341,22,Female,Student,Bristol,11218,2,SUV,10,Good
CLM37607,POL12288,11/02/2021,13/02/2021,Theft,Medium,FALSE,FALSE,25137,,Major,,open,CUST22288,22,Male,Student,London,10794,3,Sedan,19,Fair
CLM37622,POL14972,15/04/2023,16/04/2023,Weather,Medium,FALSE,FALSE,7917,,Moderate,,open,CUST24972,41,Male,Self-Employed,Manchester,16096,22,SUV,20,Good
CLM37816,POL12914,07/04/2022,12/04/2022,Weather,Low,FALSE,FALSE,11319,,Moderate,,open,CUST22914,28,Male,Unemployed,Edinburgh,8450,6,Coupe,19,Excellent
CLM37984,POL11649,24/06/2021,25/06/2021,Other,High,FALSE,FALSE,5314,,Moderate,,open,CUST21649,61,Male,Employed,Liverpool,4960,43,Van,17,Excellent
CLM30412,POL11096,05/12/2019,08/12/2019,Fire,Medium,FALSE,FALSE,10246,,Minor,,open,CUST21096,35,Male,Employed,London,14936,16,Sedan,7,Good
CLM31742,POL14004,27/04/2024,27/04/2024,Weather,Medium,FALSE,FALSE,3434,,Minor,,open,CUST24004,73,Male,Retired,Liverpool,7134,53,SUV,0,Good
CLM32461,POL11522,21/09/2023,21/09/2023,Vandalism,Medium,FALSE,FALSE,1013,,Minor,,open,CUST21522,19,Male,Self-Employed,Manchester,17349,0,Van,20,Fair
CLM33003,POL13522,26/11/2022,30/11/2022,Weather,Medium,FALSE,FALSE,2566,,Minor,,open,CUST23522,72,Male,Retired,Cardiff,10246,50,Hatchback,2,Fair
CLM35900,POL12530,30/12/2021,04/01/2022,Theft,Medium,FALSE,FALSE,4943,,Minor,,open,CUST22530,77,Male,Unemployed,Cardiff,14357,57,Sedan,3,Good
CLM37044,POL11861,28/06/2024,29/06/2024,Other,Medium,FALSE,FALSE,1924,,Minor,,open,CUST21861,18,Male,Employed,Manchester,14099,0,Sedan,18,Good
CLM37184,POL10544,18/10/2022,24/10/2022,Other,Medium,FALSE,FALSE,2120,,Minor,,open,CUST20544,18,Male,Student,London,18705,0,SUV,0,Good
CLM37276,POL14474,28/01/2025,29/01/2025,Weather,Medium,FALSE,FALSE,2600,,Minor,,open,CUST24474,23,Female,Employed,Edinburgh,19461,5,Coupe,2,Fair
CLM37358,POL13722,26/11/2020,26/11/2020,Weather,Medium,FALSE,FALSE,3300,,Minor,,open,CUST23722,65,Male,Employed,Edinburgh,7058,47,Coupe,4,Good
CLM33044,POL10000,23/01/2019,29/01/2019,Other,Low,FALSE,FALSE,3087,,Minor,,open,CUST20000,56,Female,Retired,Newcastle,7552,36,Sedan,10,Fair
CLM34054,POL14555,30/01/2022,30/01/2022,Vandalism,Low,FALSE,FALSE,828,,Minor,,open,CUST24555,31,Female,Employed,Birmingham,17862,10,Sedan,14,Poor
CLM32700,POL10045,19/04/2025,21/04/2025,Weather,Low,FALSE,FALSE,2863,,Minor,,open,CUST20045,41,Female,Self-Employed,London,21391,20,SUV,19,Good
CLM33261,POL10084,26/04/2024,28/04/2024,Other,Low,FALSE,FALSE,2451,,Minor,,open,CUST20084,64,Female,Self-Employed,Newcastle,17917,45,Sedan,5,Fair
CLM30093,POL10238,05/02/2021,07/02/2021,Theft,Low,FALSE,FALSE,4751,,Minor,,open,CUST20238,57,Female,Employed,Cardiff,15440,38,SUV,19,Excellent
CLM32664,POL10108,01/04/2021,03/04/2021,Other,Low,FALSE,FALSE,3052,,Minor,,open,CUST20108,34,Female,Employed,Glasgow,8803,12,Sedan,6,Good
CLM32750,POL10259,31/01/2023,04/02/2023,Fire,Low,FALSE,FALSE,13113,,Minor,,open,CUST20259,39,Female,Employed,Leeds,16907,18,Coupe,9,Excellent
CLM30296,POL12949,23/01/2020,23/01/2020,Theft,Low,FALSE,FALSE,2678,,Minor,,open,CUST22949,57,Male,Retired,Birmingham,13315,35,Sedan,2,Good
CLM33688,POL10339,11/03/2021,15/03/2021,Fire,Low,FALSE,FALSE,23288,,Minor,,open,CUST20339,41,Male,Employed,Glasgow,12756,19,Van,7,Excellent
CLM30341,POL14161,24/08/2024,24/08/2024,Vandalism,Low,FALSE,FALSE,1078,,Minor,,open,CUST24161,45,Female,Employed,Glasgow,9984,24,Hatchback,15,Good
CLM30366,POL14233,18/03/2019,18/03/2019,Theft,Low,FALSE,FALSE,4146,,Minor,,open,CUST24233,34,Female,Employed,Liverpool,9017,14,Hatchback,0,Good
CLM32308,POL10446,06/04/2023,09/04/2023,Other,Low,FALSE,FALSE,4528,,Minor,,open,CUST20446,29,Male,Student,Edinburgh,11947,7,Hatchback,2,Excellent
CLM33539,POL10509,24/02/2025,26/02/2025,Vandalism,Low,FALSE,FALSE,1331,,Minor,,open,CUST20509,47,Female,Unemployed,Glasgow,17396,25,Van,9,Fair
CLM32364,POL13329,21/08/2024,21/08/2024,Weather,Low,FALSE,FALSE,2722,,Minor,,open,CUST23329,69,Male,Retired,Birmingham,8570,48,SUV,16,Excellent
CLM30537,POL13079,29/01/2020,30/01/2020,Weather,Low,FALSE,FALSE,2267,,Minor,,open,CUST23079,33,Female,Employed,London,9276,14,Hatchback,9,Poor
CLM31038,POL10577,03/11/2023,05/11/2023,Weather,Low,FALSE,FALSE,2576,,Minor,,open,CUST20577,19,Female,Student,Manchester,9735,0,Sedan,17,Good
